symbol,yahoo_ticker,company_name,series,isin,listing_date,face_value,industry,in_nifty50,in_niftynext50,in_nifty100,in_nifty200,in_nifty500,in_niftymidcap150,in_niftysmallcap250
EPIGRAL,EPIGRAL.NS,Epigral Limited,EQ,INE071N01016,2021-08-18,10.0,,false,false,false,false,false,false,false
EPL,EPL.NS,EPL Limited,EQ,INE255A01020,2002-02-11,2.0,,false,false,false,false,false,false,false
EQUIPPP,EQUIPPP.NS,Equippp Social Impact Technologies Limited,BE,INE217G01035,2021-05-19,1.0,,false,false,false,false,false,false,false
EQUITASBNK,EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ,INE063P01018,2020-11-02,10.0,,false,false,false,false,false,false,false
ERIS,ERIS.NS,Eris Lifesciences Limited,EQ,INE406M01024,2017-06-29,1.0,Healthcare,false,false,false,false,true,false,true
ESABINDIA,ESABINDIA.NS,Esab India Limited,EQ,INE284A01012,1995-11-01,10.0,,false,false,false,false,false,false,false
ESAFSFB,ESAFSFB.NS,ESAF Small Finance Bank Limited,BE,INE818W01011,2023-11-10,10.0,,false,false,false,false,false,false,false
ESCORTS,ESCORTS.NS,Escorts Kubota Limited,EQ,INE042A01014,1995-03-01,10.0,Capital Goods,false,false,false,false,true,true,false
ESSARSHPNG,ESSARSHPNG.NS,Essar Shipping Limited,EQ,INE122M01019,2011-11-15,10.0,,false,false,false,false,false,false,false
ESSENTIA,ESSENTIA.NS,Integra Essentia Limited,EQ,INE418N01035,2013-08-20,1.0,,false,false,false,false,false,false,false
ESTER,ESTER.NS,Ester Industries Limited,EQ,INE778B01029,2011-06-20,5.0,,false,false,false,false,false,false,false
ETERNAL,ETERNAL.NS,ETERNAL LIMITED,EQ,INE758T01015,2021-07-23,1.0,Consumer Services,true,false,true,true,true,false,false
ETHOSLTD,ETHOSLTD.NS,Ethos Limited,EQ,INE04TZ01018,2022-05-30,10.0,,false,false,false,false,false,false,false
EUREKAFORB,EUREKAFORB.NS,Eureka Forbes Limited,EQ,INE0KCE01017,2024-09-11,10.0,,false,false,false,false,false,false,false
EUROBOND,EUROBOND.NS,Euro Panel Products Limited,EQ,INE505V01016,2025-08-01,10.0,,false,false,false,false,false,false,false
EUROPRATIK,EUROPRATIK.NS,Euro Pratik Sales Limited,EQ,INE198501012,2025-09-23,1.0,,false,false,false,false,false,false,false
EUROTEXIND,EUROTEXIND.NS,Eurotex Industries and Exports Limited,BE,INE022C01012,1996-01-31,10.0,,false,false,false,false,false,false,false
EVEREADY,EVEREADY.NS,Eveready Industries India Limited,EQ,INE128A01029,2005-04-27,5.0,,false,false,false,false,false,false,false
EVERESTIND,EVERESTIND.NS,Everest Industries Limited,BE,INE295A01018,1995-03-29,10.0,,false,false,false,false,false,false,false
EXCELINDUS,EXCELINDUS.NS,Excel Industries Limited,EQ,INE369A01029,2004-06-16,5.0,,false,false,false,false,false,false,false
EXCELSOFT,EXCELSOFT.NS,Excelsoft Technologies Limited,EQ,INE606N01019,2025-11-26,10.0,,false,false,false,false,false,false,false
EXICOM,EXICOM.NS,Exicom Tele-Systems Limited,EQ,INE777F01014,2024-03-05,10.0,,false,false,false,false,false,false,false
EXIDEIND,EXIDEIND.NS,Exide Industries Limited,EQ,INE302A01020,2003-06-17,1.0,Automobile and Auto Components,false,false,false,true,true,true,false
EXPLEOSOL,EXPLEOSOL.NS,Expleo Solutions Limited,EQ,INE201K01015,2009-10-26,10.0,,false,false,false,false,false,false,false
EXXARO,EXXARO.NS,Exxaro Tiles Limited,EQ,INE0GFE01026,2021-08-16,1.0,,false,false,false,false,false,false,false
FABTECH,FABTECH.NS,Fabtech Technologies Limited,EQ,INE0HF201011,2025-10-07,10.0,,false,false,false,false,false,false,false
FACT,FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ,INE188A01015,1995-04-12,10.0,Chemicals,false,false,false,false,true,false,true
FAIRCHEMOR,FAIRCHEMOR.NS,Fairchem Organics Limited,BE,INE0DNW01011,2020-12-24,10.0,,false,false,false,false,false,false,false
FAZE3Q,FAZE3Q.NS,Faze Three Limited,EQ,INE963C01033,2022-11-18,10.0,,false,false,false,false,false,false,false
FCL,FCL.NS,Fineotex Chemical Limited,EQ,INE045J01034,2015-01-15,1.0,,false,false,false,false,false,false,false
FCSSOFT,FCSSOFT.NS,FCS Software Solutions Limited,EQ,INE512B01022,2005-09-21,1.0,,false,false,false,false,false,false,false
FDC,FDC.NS,FDC Limited,EQ,INE258B01022,1997-08-07,1.0,,false,false,false,false,false,false,false
FEDDERSHOL,FEDDERSHOL.NS,Fedders Holding Limited,EQ,INE417D01020,2026-04-20,1.0,,false,false,false,false,false,false,false
FEDERALBNK,FEDERALBNK.NS,The Federal Bank  Limited,EQ,INE171A01029,1995-02-08,2.0,Financial Services,false,false,false,true,true,true,false
FEDFINA,FEDFINA.NS,Fedbank Financial Services Limited,EQ,INE007N01010,2023-11-30,10.0,,false,false,false,false,false,false,false
FEL,FEL.NS,Future Enterprises Limited,BZ,INE623B01027,2001-11-05,2.0,,false,false,false,false,false,false,false
FELDVR,FELDVR.NS,Future Enterprises Limited,BZ,IN9623B01058,2009-02-13,2.0,,false,false,false,false,false,false,false
FERMENTA,FERMENTA.NS,Fermenta Biotech Limited,EQ,INE225B01021,2026-08-04,5.0,,false,false,false,false,false,false,false
FIBERWEB,FIBERWEB.NS,Fiberweb (India) Limited,EQ,INE296C01020,2022-02-16,10.0,,false,false,false,false,false,false,false
FIEMIND,FIEMIND.NS,Fiem Industries Limited,EQ,INE737H01014,2006-10-19,10.0,,false,false,false,false,false,false,false
FILATEX,FILATEX.NS,Filatex India Limited,EQ,INE816B01035,2011-08-29,1.0,,false,false,false,false,false,false,false
FILATFASH,FILATFASH.NS,Filatex Fashions Limited,EQ,INE185E01021,2024-05-06,1.0,,false,false,false,false,false,false,false
FINCABLES,FINCABLES.NS,Finolex Cables Limited,EQ,INE235A01022,1995-02-15,2.0,Capital Goods,false,false,false,false,true,false,true
FINEORG,FINEORG.NS,Fine Organic Industries Limited,EQ,INE686Y01026,2018-07-02,5.0,,false,false,false,false,false,false,false
FINKURVE,FINKURVE.NS,Finkurve Financial Services Limited,EQ,INE734I01027,2025-10-01,1.0,,false,false,false,false,false,false,false
FINOPB,FINOPB.NS,Fino Payments Bank Limited,EQ,INE02NC01014,2021-11-12,10.0,,false,false,false,false,false,false,false
FINPIPE,FINPIPE.NS,Finolex Industries Limited,EQ,INE183A01024,1995-02-08,2.0,,false,false,false,false,false,false,false
FIRSTCRY,FIRSTCRY.NS,Brainbees Solutions Limited,EQ,INE02RE01045,2024-08-13,2.0,Consumer Services,false,false,false,false,true,false,true
FISCHER,FISCHER.NS,Fischer Medical Ventures Limited,EQ,INE771F01041,2025-07-10,1.0,,false,false,false,false,false,false,false
FIVESTAR,FIVESTAR.NS,Five-Star Business Finance Limited,EQ,INE128S01021,2022-11-21,1.0,Financial Services,false,false,false,false,true,false,true
FLAIR,FLAIR.NS,Flair Writing Industries Limited,EQ,INE00Y201027,2023-12-01,5.0,,false,false,false,false,false,false,false
FLEXITUFF,FLEXITUFF.NS,Flexituff Ventures International Limited,BE,INE060J01017,2011-10-19,10.0,,false,false,false,false,false,false,false
FLFL,FLFL.NS,Future Lifestyle Fashions Limited,BZ,INE452O01016,2013-10-01,2.0,,false,false,false,false,false,false,false
FLUOROCHEM,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ,INE09N301011,2019-10-16,1.0,Chemicals,false,false,false,false,true,true,false
FMGOETZE,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ,INE529A01010,1995-02-08,10.0,,false,false,false,false,false,false,false
FMNL,FMNL.NS,Future Market Networks Limited,EQ,INE360L01017,2010-12-31,10.0,,false,false,false,false,false,false,false
FOCUS,FOCUS.NS,Focus Lighting and Fixtures Limited,BE,INE593W01028,2021-11-24,2.0,,false,false,false,false,false,false,false
FOODSIN,FOODSIN.NS,Foods & Inns Limited,EQ,INE976E01023,2021-11-16,1.0,,false,false,false,false,false,false,false
FORCEMOT,FORCEMOT.NS,FORCE MOTORS LTD,EQ,INE451A01017,2024-02-14,10.0,Automobile and Auto Components,false,false,false,false,true,false,true
FORTIS,FORTIS.NS,Fortis Healthcare Limited,EQ,INE061F01013,2007-05-09,10.0,Healthcare,false,false,false,true,true,true,false
FOSECOIND,FOSECOIND.NS,Foseco India Limited,EQ,INE519A01011,2003-05-05,10.0,,false,false,false,false,false,false,false
FRACTAL,FRACTAL.NS,Fractal Analytics Limited,EQ,INE212S01015,2026-02-16,1.0,,false,false,false,false,false,false,false
FREDUN,FREDUN.NS,Fredun Pharmaceuticals Limited,EQ,INE194R01017,2026-08-17,10.0,,false,false,false,false,false,false,false
FRONTSP,FRONTSP.NS,Frontier Springs Limited,EQ,INE572D01014,2026-04-20,10.0,,false,false,false,false,false,false,false
FSL,FSL.NS,Firstsource Solutions Limited,EQ,INE684F01012,2007-02-22,10.0,Services,false,false,false,false,true,false,true
FUSION,FUSION.NS,Fusion Finance Limited,EQ,INE139R01012,2022-11-15,10.0,,false,false,false,false,false,false,false
GABRIEL,GABRIEL.NS,Gabriel India Limited,EQ,INE524A01029,2005-04-20,1.0,Automobile and Auto Components,false,false,false,false,true,false,true
GAEL,GAEL.NS,Gujarat Ambuja Exports Limited,EQ,INE036B01030,2000-10-11,1.0,,false,false,false,false,false,false,false
GAIL,GAIL.NS,GAIL (India) Limited,EQ,INE129A01019,1997-04-02,10.0,Oil Gas & Consumable Fuels,false,true,true,true,true,false,false
GAJA,GAJA.NS,Gaja Alternative Asset Management Limited,EQ,INE18UN01038,2026-08-26,5.0,,false,false,false,false,false,false,false
GALAPREC,GALAPREC.NS,Gala Precision Engineering Limited,EQ,INE0RE001014,2024-09-09,10.0,,false,false,false,false,false,false,false
GALAXYSURF,GALAXYSURF.NS,Galaxy Surfactants Limited,EQ,INE600K01018,2018-02-08,10.0,,false,false,false,false,false,false,false
GALLANTT,GALLANTT.NS,Gallantt Ispat Limited,EQ,INE297H01019,2006-04-04,10.0,Capital Goods,false,false,false,false,true,false,true
GANDHAR,GANDHAR.NS,Gandhar Oil Refinery (India) Limited,EQ,INE717W01049,2023-11-30,2.0,,false,false,false,false,false,false,false
GANDHITUBE,GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ,INE524B01027,2007-01-31,5.0,,false,false,false,false,false,false,false
GANECOS,GANECOS.NS,Ganesha Ecosphere Limited,EQ,INE845D01014,2015-03-09,10.0,,false,false,false,false,false,false,false
GANESHBE,GANESHBE.NS,Ganesh Benzoplast Limited,BE,INE388A01029,2021-09-16,1.0,,false,false,false,false,false,false,false
GANESHCP,GANESHCP.NS,Ganesh Consumer Products Limited,EQ,INE652V01016,2025-09-29,10.0,,false,false,false,false,false,false,false
GANESHHOU,GANESHHOU.NS,GANESH HOUSING LIMITED,EQ,INE460C01014,2007-03-02,10.0,,false,false,false,false,false,false,false
GANGAFORGE,GANGAFORGE.NS,Ganga Forging Limited,EQ,INE691Z01023,2021-07-06,1.0,,false,false,false,false,false,false,false
GANGESSECU,GANGESSECU.NS,Ganges Securities Limited,EQ,INE335W01016,2017-07-28,10.0,,false,false,false,false,false,false,false
GARFIBRES,GARFIBRES.NS,Garware Technical Fibres Limited,EQ,INE276A01018,2007-04-03,10.0,,false,false,false,false,false,false,false
GARUDA,GARUDA.NS,Garuda Construction and Engineering Limited,EQ,INE0JVO01026,2024-10-15,5.0,,false,false,false,false,false,false,false
GATECH,GATECH.NS,GACM Technologies Limited,BE,INE224E01028,2016-07-25,1.0,,false,false,false,false,false,false,false
GATECHDVR,GATECHDVR.NS,GACM Technologies Limited,BE,INE224E01036,2017-10-10,1.0,,false,false,false,false,false,false,false
GATEWAY,GATEWAY.NS,Gateway Distriparks Limited,EQ,INE079J01017,2022-03-22,10.0,,false,false,false,false,false,false,false
GAUDIUMIVF,GAUDIUMIVF.NS,Gaudium IVF and Women Health Limited,BE,INE0P8B01020,2026-02-27,5.0,,false,false,false,false,false,false,false
GAYAHWS,GAYAHWS.NS,Gayatri Highways Limited,EQ,INE287Z01012,2018-06-28,2.0,,false,false,false,false,false,false,false
GAYAPROJ,GAYAPROJ.NS,Gayatri Projects Limited,BE,INE336H01023,2011-08-22,2.0,,false,false,false,false,false,false,false
GCSL,GCSL.NS,Gretex Corporate Services Limited,EQ,INE199P01028,2025-09-04,10.0,,false,false,false,false,false,false,false
GEECEE,GEECEE.NS,GeeCee Ventures Limited,BE,INE916G01016,2006-10-04,10.0,,false,false,false,false,false,false,false
GEEKAYWIRE,GEEKAYWIRE.NS,Geekay Wires Limited,EQ,INE669X01032,2020-03-06,1.0,,false,false,false,false,false,false,false
GEMAROMA,GEMAROMA.NS,Gem Aromatics Limited,EQ,INE06XZ01023,2025-08-26,2.0,,false,false,false,false,false,false,false
GENCON,GENCON.NS,Generic Engineering Construction and Projects Limited,EQ,INE854S01022,2021-02-16,5.0,,false,false,false,false,false,false,false
GENESYS,GENESYS.NS,Genesys International Corporation Limited,EQ,INE727B01026,2003-01-23,5.0,,false,false,false,false,false,false,false
GENSOL,GENSOL.NS,Gensol Engineering Limited,BZ,INE06H201014,2023-07-03,10.0,,false,false,false,false,false,false,false
GENUSPAPER,GENUSPAPER.NS,Genus Paper & Boards Limited,EQ,INE949P01018,2015-02-16,1.0,,false,false,false,false,false,false,false
GENUSPOWER,GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ,INE955D01029,2005-07-08,1.0,,false,false,false,false,false,false,false
GEOJITFSL,GEOJITFSL.NS,Geojit Financial Services Limited,EQ,INE007B01023,2005-07-01,1.0,,false,false,false,false,false,false,false
GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited,EQ,INE017A01032,2006-11-27,10.0,Services,false,false,false,false,true,false,true
GFLLIMITED,GFLLIMITED.NS,GFL Limited,EQ,INE538A01037,1995-05-25,1.0,,false,false,false,false,false,false,false
GHCL,GHCL.NS,GHCL Limited,EQ,INE539A01019,2003-07-31,10.0,,false,false,false,false,false,false,false
GHCLTEXTIL,GHCLTEXTIL.NS,GHCL Textiles Limited,EQ,INE0PA801013,2023-06-12,2.0,,false,false,false,false,false,false,false
GICHSGFIN,GICHSGFIN.NS,GIC Housing Finance Limited,EQ,INE289B01019,1996-05-08,10.0,,false,false,false,false,false,false,false
GICL,GICL.NS,Globe International Carriers Limited,EQ,INE947T01022,2026-02-18,5.0,,false,false,false,false,false,false,false
GICRE,GICRE.NS,General Insurance Corporation of India,EQ,INE481Y01014,2017-10-25,5.0,Financial Services,false,false,false,false,true,true,false
GILLANDERS,GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,EQ,INE047B01011,2009-12-14,10.0,,false,false,false,false,false,false,false
GILLETTE,GILLETTE.NS,Gillette India Limited,EQ,INE322A01010,2003-07-30,10.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
GINNIFILA,GINNIFILA.NS,Ginni Filaments Limited,BE,INE424C01010,1995-05-10,10.0,,false,false,false,false,false,false,false
GIPCL,GIPCL.NS,Gujarat Industries Power Company Limited,EQ,INE162A01010,1995-02-08,10.0,,false,false,false,false,false,false,false
GKB,GKB.NS,GKB Ophthalmics Limited,EQ,INE265D01015,2026-08-17,10.0,,false,false,false,false,false,false,false
GKENERGY,GKENERGY.NS,GK Energy Limited,EQ,INE1AG301022,2025-09-26,2.0,,false,false,false,false,false,false,false
GKSL,GKSL.NS,Gujarat Kidney And Super Speciality Limited,EQ,INE0V0W01025,2025-12-30,2.0,,false,false,false,false,false,false,false
GKWLIMITED,GKWLIMITED.NS,GKW Limited,EQ,INE528A01020,2009-07-20,10.0,,false,false,false,false,false,false,false
GLAND,GLAND.NS,Gland Pharma Limited,EQ,INE068V01023,2020-11-20,1.0,Healthcare,false,false,false,false,true,false,true
GLAXO,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,EQ,INE159A01016,2000-12-15,10.0,Healthcare,false,false,false,false,true,true,false
GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Limited,EQ,INE935A01035,2000-02-07,1.0,Healthcare,false,false,false,true,true,true,false
GLFL,GLFL.NS,Gujarat Lease Financing Limited,EQ,INE540A01017,1995-02-08,10.0,,false,false,false,false,false,false,false
GLOBAL,GLOBAL.NS,Global Education Limited,EQ,INE291W01037,2020-12-07,2.0,,false,false,false,false,false,false,false
GLOBALE,GLOBALE.NS,Globale Tessile Limited,EQ,INE0URU01010,2024-08-27,10.0,,false,false,false,false,false,false,false
GLOBALVECT,GLOBALVECT.NS,Global Vectra Helicorp Limited,EQ,INE792H01019,2006-10-27,10.0,,false,false,false,false,false,false,false
GLOBE,GLOBE.NS,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,INE581X01021,2020-10-07,2.0,,false,false,false,false,false,false,false
GLOBECIVIL,GLOBECIVIL.NS,Globe Civil Projects Limited,EQ,INE0V3U01015,2025-07-01,10.0,,false,false,false,false,false,false,false
GLOBUSSPR,GLOBUSSPR.NS,Globus Spirits Limited,EQ,INE615I01010,2009-09-23,10.0,,false,false,false,false,false,false,false
GLOSTERLTD,GLOSTERLTD.NS,Gloster Limited,EQ,INE350Z01018,2024-04-26,10.0,,false,false,false,false,false,false,false
GLOTTIS,GLOTTIS.NS,Glottis Limited,EQ,INE0TQE01026,2025-10-07,2.0,,false,false,false,false,false,false,false
GMBREW,GMBREW.NS,GM Breweries Limited,EQ,INE075D01018,1995-08-23,10.0,,false,false,false,false,false,false,false
GMDCLTD,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,EQ,INE131A01031,1997-12-17,2.0,Metals & Mining,false,false,false,false,true,false,true
GMMPFAUDLR,GMMPFAUDLR.NS,GMM Pfaudler Limited,EQ,INE541A01023,2018-03-05,2.0,,false,false,false,false,false,false,false
GMRAIRPORT,GMRAIRPORT.NS,GMR AIRPORTS LIMITED,EQ,INE776C01039,2006-08-21,1.0,Services,false,false,false,true,true,true,false
GMRP&UI,GMRP&UI.NS,GMR Power and Urban Infra Limited,EQ,INE0CU601026,2022-03-23,5.0,,false,false,false,false,false,false,false
GNA,GNA.NS,GNA Axles Limited,EQ,INE934S01014,2016-09-26,10.0,,false,false,false,false,false,false,false
GNFC,GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,INE113A01013,1995-05-17,10.0,,false,false,false,false,false,false,false
GNRL,GNRL.NS,Gujarat Natural Resources Limited,EQ,INE207H01018,2026-04-20,10.0,,false,false,false,false,false,false,false
GOACARBON,GOACARBON.NS,Goa Carbon Limited,EQ,INE426D01013,2007-06-05,10.0,,false,false,false,false,false,false,false
GOCLCORP,GOCLCORP.NS,GOCL Corporation Limited,EQ,INE077F01035,2014-06-26,2.0,,false,false,false,false,false,false,false
GOCOLORS,GOCOLORS.NS,Go Fashion (India) Limited,EQ,INE0BJS01011,2021-11-30,10.0,,false,false,false,false,false,false,false
GODAVARIB,GODAVARIB.NS,Godavari Biorefineries Limited,EQ,INE497S01012,2024-10-30,10.0,,false,false,false,false,false,false,false
GODFRYPHLP,GODFRYPHLP.NS,Godfrey Phillips India Limited,EQ,INE260B01028,1996-07-24,2.0,Fast Moving Consumer Goods,false,false,false,true,true,true,false
GODIGIT,GODIGIT.NS,Go Digit General Insurance Limited,EQ,INE03JT01014,2024-05-23,10.0,Financial Services,false,false,false,false,true,false,true
GODREJAGRO,GODREJAGRO.NS,Godrej Agrovet Limited,EQ,INE850D01014,2017-10-16,10.0,,false,false,false,false,false,false,false
GODREJCP,GODREJCP.NS,Godrej Consumer Products Limited,EQ,INE102D01028,2001-06-20,1.0,Fast Moving Consumer Goods,false,true,true,true,true,false,false
GODREJIND,GODREJIND.NS,Godrej Industries Limited,EQ,INE233A01035,2003-02-25,1.0,Diversified,false,false,false,false,true,true,false
GODREJPROP,GODREJPROP.NS,Godrej Properties Limited,EQ,INE484J01027,2010-01-05,5.0,Realty,false,false,false,true,true,true,false
GOKEX,GOKEX.NS,Gokaldas Exports Limited,EQ,INE887G01027,2005-04-27,5.0,,false,false,false,false,false,false,false
GOKUL,GOKUL.NS,Gokul Refoils and Solvent Limited,EQ,INE020J01029,2008-06-04,2.0,,false,false,false,false,false,false,false
GOKULAGRO,GOKULAGRO.NS,Gokul Agro Resources Limited,EQ,INE314T01033,2016-03-11,1.0,,false,false,false,false,false,false,false
GOLDENTOBC,GOLDENTOBC.NS,Golden Tobacco Limited,BZ,INE973A01010,1995-02-08,10.0,,false,false,false,false,false,false,false
GOLDIAM,GOLDIAM.NS,Goldiam International Limited,EQ,INE025B01025,2005-08-29,2.0,,false,false,false,false,false,false,false
GOLDTECH,GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED,BE,INE805A01014,2001-04-11,10.0,,false,false,false,false,false,false,false
GOODLUCK,GOODLUCK.NS,Goodluck India Limited,EQ,INE127I01024,2015-01-08,2.0,,false,false,false,false,false,false,false
GOODYEAR,GOODYEAR.NS,Goodyear India Limited,EQ,INE533A01012,2026-04-20,10.0,,false,false,false,false,false,false,false
GOPAL,GOPAL.NS,Gopal Snacks Limited,EQ,INE0L9R01028,2024-03-14,1.0,,false,false,false,false,false,false,false
GOYALALUM,GOYALALUM.NS,Goyal Aluminiums Limited,EQ,INE705X01026,2022-11-04,1.0,,false,false,false,false,false,false,false
GPIL,GPIL.NS,Godawari Power And Ispat limited,EQ,INE177H01039,2006-04-25,1.0,Capital Goods,false,false,false,false,true,false,true
GPPL,GPPL.NS,Gujarat Pipavav Port Limited,EQ,INE517F01014,2010-09-09,10.0,,false,false,false,false,false,false,false
GPTHEALTH,GPTHEALTH.NS,GPT Healthcare Limited,EQ,INE486R01017,2024-02-29,10.0,,false,false,false,false,false,false,false
GPTINFRA,GPTINFRA.NS,GPT Infraprojects Limited,EQ,INE390G01014,2016-07-11,10.0,,false,false,false,false,false,false,false
GRADIENTE,GRADIENTE.NS,Gradiente Infotainment Limited,EQ,INE361K01017,2026-05-08,10.0,,false,false,false,false,false,false,false
GRANDOAK,GRANDOAK.NS,Grand Oak Canyons Distillery Limited,EQ,INE926B01016,2026-04-20,10.0,,false,false,false,false,false,false,false
